sno,item_id,dish_name,image,cat_name,URL1,URL2,URL3,copyright
60,f664620c4ecd68b33f9b2d7800e2b266_db3fca685f1abb649df52cb3993d10a0,Ugdah Chicken,0,Hot Plates,https://d1sag4ddilekf6.cloudfront.net/item/1-CY4BJ4CCGTC1JE-CY4DCTVKAULGAE/photos/97e63bfb891e455f9bf1f3aedcb994e8_1577677306386733004.jpeg,https://yemeniyah.files.wordpress.com/2016/06/img_5038.jpg,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1794901634136085,1
108,f664620c4ecd68b33f9b2d7800e2b266_94de6b1103c33385569ef2c8a313390f,Margarita pizza - 9in.,0,Bakery,https://upload.wikimedia.org/wikipedia/commons/8/8e/D.O.C._Margherita_Pizza_at_Punch_Pizza_St_Paul_%282198174643%29.jpg,https://live.staticflickr.com/2569/4082293384_c8504ec899_b.jpg,https://cdn.pixabay.com/photo/2015/10/17/20/22/margherita-pizza-993274_960_720.jpg,0
109,f664620c4ecd68b33f9b2d7800e2b266_c89d26c6928c339e5441b7e155e49502,Margarita pizza - 11in.,0,Bakery,https://upload.wikimedia.org/wikipedia/commons/d/d7/Pizza_Margherita_%2814703152728%29.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/D.O.C._Margherita_Pizza_at_Punch_Pizza_St_Paul_%282198174643%29.jpg,https://cdn.pixabay.com/photo/2015/10/17/20/22/margherita-pizza-993274_960_720.jpg,0
110,f664620c4ecd68b33f9b2d7800e2b266_00b1184277b371a38f6e43ab0d957ae0,Hawaiian pizza - 9in.,0,Bakery,https://upload.wikimedia.org/wikipedia/commons/6/64/Pizza_Hawaii_Special_p%C3%A5_Pizzeria_Papillon_i_Sala_1343.jpg,https://live.staticflickr.com/3939/15452035777_294cefced5_b.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Hawaiian_Pizza_in_Tak.JPG,0
111,f664620c4ecd68b33f9b2d7800e2b266_9ea74b2aa59c0a26689f644cb6eb6079,Hawaiian pizza - 11in.,0,Bakery,https://upload.wikimedia.org/wikipedia/commons/6/64/Pizza_Hawaii_Special_p%C3%A5_Pizzeria_Papillon_i_Sala_1343.jpg,https://live.staticflickr.com/3939/15452035777_294cefced5_b.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Hawaiian_Pizza_in_Tak.JPG,0
112,f664620c4ecd68b33f9b2d7800e2b266_e19d523e0b8dde02628ff4e7f6a52d78,Special beef pizza - 9in.,0,Bakery,https://cdn.pixabay.com/photo/2017/07/29/15/36/pizza-2551823_960_720.jpg,https://cdn.pixabay.com/photo/2017/06/27/08/41/gourmet-2446699_960_720.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/Korean_beef_pizza_in_Korean_coffee_shop.jpg,0
113,f664620c4ecd68b33f9b2d7800e2b266_b3586b09a07f629d8fb84d2689a749f5,Special beef pizza - 11in.,0,Bakery,https://cdn.pixabay.com/photo/2017/07/29/15/36/pizza-2551823_960_720.jpg,https://images.pexels.com/photos/2568587/pexels-photo-2568587.jpeg?cs=srgb&dl=close-up-photography-of-fries-and-beef-served-on-a-plate-2568587.jpg&fm=jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/Korean_beef_pizza_in_Korean_coffee_shop.jpg,0
114,f664620c4ecd68b33f9b2d7800e2b266_05a296910c75e51fc6d65eb01d317c30,Spicey chicken pizza- 9in.,0,Bakery,https://upload.wikimedia.org/wikipedia/commons/f/f4/Spicy_Chicken_Pizza.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Chicken_pizza.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/KFC_restaurant_Kuwait_City%2C_1980.jpg,0
115,f664620c4ecd68b33f9b2d7800e2b266_ad6a43bee5a9576d35cd704c2b69678c,Spicey chicken pizza- 11in.,0,Bakery,https://upload.wikimedia.org/wikipedia/commons/a/a4/Chicken_Parathe_with_kaju_masala_gravy.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a1/Mass-produced_hamburgers.jpg,https://cdn.pixabay.com/photo/2019/12/24/17/06/spicy-4717172_960_720.jpg,0
116,f664620c4ecd68b33f9b2d7800e2b266_bf49125221e0fcf4674a83a8f5448c67,Broccoli veggie pizza - 9in.,0,Bakery,https://live.staticflickr.com/65535/48851995838_bc4228e534_b.jpg,https://storage.needpix.com/rsynced_images/pizza-3928053_1280.jpg,https://live.staticflickr.com/65535/48852620432_8b5f47190f_b.jpg,0
